0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
768,"Nicolo Melli
Dal
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
769,"Tyler Cavanaugh
Utah
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
770,"Joe Chealey
Cha
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
771,"Salah Mejri
Dal
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
772,"Ben Bentil
Dal
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
773,"Josh Gray
Bkn
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
774,"Luka Samanic
FA
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
775,"Greg Brown III
FA
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
776,"Damien Inglis
NY
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
777,"Lamar Patterson
Atl
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
778,"Malcolm Miller
Tor
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
779,"Damjan Rudez
Orl
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
780,"Alpha Kaba
Atl
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
781,"Nathan Knight
Bos
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
782,"Michael Gbinije
GS
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
783,"Gabriel Deck
OKC
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
784,"Jarnell Stokes
Mem
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
785,"Amida Brimah
Den
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
786,"Jordan Loyd
Tor
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
787,"London Perrantes
Por
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
788,"Olivier Hanlan
SA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
789,"David Johnson
Mem
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
790,"Juan Nunez
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
791,"Onuralp Bitim
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
792,"DaQuan Jeffries
O
Cha
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
793,"Jamaree Bouyea
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
794,"Devin Robinson
Tor
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
795,"Xavier Moon
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
796,"Branden Dawson
Orl
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
797,"Kennedy Chandler
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
798,"Marcus Thornton
Cle
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
799,"Jonathon Simmons
Wsh
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
800,"Zach Norvell Jr.
Chi
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
801,"Jamel Artis
LAC
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
802,"A.J. Lawson
FA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
803,"Vincent Poirier
NY
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
804,"Jacob Gilyard
FA
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
805,"Josh Huestis
SA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
806,"Javin DeLaurier
Mil
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
807,"Daniel Ochefu
Wsh
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
808,"Yogi Ferrell
LAC
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
809,"Malcolm Delaney
Atl
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
810,"Duje Dukan
Sac
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
811,"Angel Delgado
LAC
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
812,"Jon Teske
Mem
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
813,"Armoni Brooks
Bkn
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
814,"Matt Costello
SA
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
815,"Antonio Blakeney
Chi
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
816,"Ryan Rollins
Mil
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
817,"Maurice Ndour
NY
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
818,"Treveon Graham
Mil
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
819,"Justin Jackson
Orl
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
820,"J.J. O'Brien
Mil
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
821,"Deng Adel
Bkn
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
822,"JaKarr Sampson
Ind
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
823,"Jordan Adams
Mem
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
824,"Darrun Hilliard
SA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
825,"Romeo Langford
Utah
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
826,"Mfiondu Kabengele
Bos
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
827,"Amile Jefferson
Bos
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
828,"Mike Tobey
Cha
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
829,"Johnathan Motley
Phx
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
830,"Joel Ayayi
Wsh
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
831,"Chance Comanche
Sac
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
832,"Eric Moreland
OKC
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
833,"Duane Washington Jr.
Cha
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
834,"Jamorko Pickett
Den
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
835,"Marcus Paige
Cha
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
836,"Gary Clark
NO
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
837,"Kay Felder
Tor
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
838,"Eugene Omoruyi
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
839,"Theo Maledon
Phx
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
840,"Louis Labeyrie
FA
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
841,"J.P. Tokoto
NY
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
842,"Juhann Begarin
Bos
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
843,"Matt Mooney
NY
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
844,"Langston Galloway
Ind
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
845,"Trey McKinney-Jones
Ind
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
846,"Jaime Echenique
Wsh
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
847,"Rashad Vaughn
Dal
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
848,"Gian Clavell
Dal
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
849,"Theo Pinson
Dal
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
850,"Myke Henry
OKC
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
851,"Nicolas Laprovittola
SA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
852,"AJ Hammons
Mia
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
853,"Mitchell Creek
Min
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
854,"Eric Griffin
Utah
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
855,"Jeff Dowtin Jr.
Phi
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
856,"Josh Magette
Orl
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
857,"Ognjen Jaramaz
NY
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
858,"Alize Johnson
SA
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
859,"Grant Jerrett
Por
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
860,"D.J. Carton
Tor
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
861,"Cody Demps
Sac
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
862,"JaQuori McLaughlin
Dal
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
863,"Jordan Nwora
FA
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
864,"Keifer Sykes
Ind
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
865,"Xavier Munford
Mil
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
866,"Jordan Sibert
Atl
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
867,"Ian Clark
NO
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
868,"Scotty Hopson
OKC
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
869,"P.J. Hairston
Hou
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
870,"Rodney McGruder
GS
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
871,"Isaiah Hicks
NY
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
872,"Cameron McGriff
Por
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
873,"Adam Mokoka
OKC
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
874,"Isaiah Taylor
Tor
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
875,"Isaiah Briscoe
Orl
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
876,"Chris Chiozza
Bkn
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
877,"Grant Riller
Phi
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
878,"Hassani Gravett
Orl
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
879,"Justin Robinson
Det
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
880,"Tyrell Terry
Mem
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
881,"Georgios Kalaitzakis
OKC
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
882,"Tyrese Martin
Bkn
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
883,"Jahmi'us Ramsey
FA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
884,"Matt Thomas
Chi
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
885,"Billy Garrett Jr.
NY
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
886,"Sean Kilpatrick
Chi
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
887,"Marcus Derrickson
Atl
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
888,"MJ Walker
Phx
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
889,"David Michineau
LAC
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
890,"Marko Simonovic
Chi
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
891,"Arturas Gudaitis
Cle
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
892,"Jemerrio Jones
LAL
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
893,"Ty-Shon Alexander
Phx
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
894,"Antonius Cleveland
OKC
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
895,"KJ McDaniels
OKC
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
896,"Yante Maten
Bos
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
897,"Balsa Koprivica
Det
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
898,"Joffrey Lauvergne
SA
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
899,"Mitch McGary
OKC
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
900,"Matteo Spagnolo
Min
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
901,"Nathan Mensah
DTD
FA
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
902,"DeJon Jarreau
FA
PG, SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
903,"Brandon Sampson
Chi
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
904,"Milton Doyle
Chi
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
905,"Rodney Purvis
Mia
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
906,"Isaiah Livers
Wsh
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
907,"Erik McCree
Utah
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
908,"Daniel Oturu
Tor
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
909,"Donte Grantham
LAC
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
910,"Dusty Hannahs
Mem
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
911,"Rokas Jokubaitis
NY
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
912,"Tyler Bey
Hou
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
913,"Nico Mannion
GS
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
914,"RaiQuan Gray
FA
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
915,"Jared Rhoden
FA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
916,"Zach Lofton
Det
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
917,"Aaron Henry
Phi
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
918,"Gabriele Procida
Det
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
919,"Freddie Gillespie
Orl
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
920,"Nate Darling
LAC
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
921,"KZ Okpala
Sac
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
922,"Paul Watson
OKC
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
923,"Elijah Hughes
Por
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
924,"Sean McDermott
Mem
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
925,"Cady Lalanne
SA
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
926,"Mamadi Diakite
FA
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
927,"Ky Bowman
LAC
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
928,"Markus Howard
Den
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
929,"Jason Preston
Utah
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
930,"Jerome Robinson
FA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
931,"Chaundee Brown Jr.
Atl
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
932,"Sheldon Mac
Cle
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
933,"Charles Cooke
Mia
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
934,"Axel Toupane
Mil
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
935,"Dakota Mathias
Mem
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
936,"Feron Hunt
NY
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
937,"Vernon Carey Jr.
Wsh
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
938,"Donta Hall
Orl
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
939,"Khalifa Diop
Cle
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
940,"Juwan Morgan
LAC
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
941,"Yannick Nzosa
Wsh
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
942,"Trevor Keels
Min
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
943,"Jaylen Hoard
OKC
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
944,"Rawle Alkins
NO
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
945,"Michael Frazier
Hou
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
946,"Josh Hall
OKC
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
947,"Reggie Perry
Por
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
948,"Jalen Lecque
Mil
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
949,"Jarrell Brantley
Utah
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
950,"Isaiah Todd
Mem
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
951,"Emanuel Terry
Phx
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
952,"Frank Jackson
Utah
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
953,"Ashton Hagans
Por
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
954,"Trevelin Queen
Orl
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
955,"Nate Hinton
FA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
956,"Deonte Burton
Sac
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
957,"Louis King
Phi
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
958,"Chris Silva
Atl
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
959,"Leandro Bolmaro
Utah
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
960,"Issuf Sanon
Wsh
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
961,"Hugo Besson
Ind
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
962,"Trevon Duval
Hou
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
963,"Jalen Harris
NY
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
964,"Tahjere McCall
Atl
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
965,"Marcus Georges-Hunt
Bos
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
966,"Trent Forrest
Atl
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
967,"Marcus Eriksson
Atl
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
968,"J.P. Macura
Cle
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
969,"Marko Guduric
Mem
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
970,"Brian Bowen II
Min
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
971,"Cameron Reynolds
Hou
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
972,"Yves Pons
Mem
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
973,"Tyler Dorsey
Dal
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
974,"Brodric Thomas
FA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
975,"CJ Elleby
Min
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
976,"Kelan Martin
NO
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
977,"Troy Caupain
Por
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
978,"Aaron Harrison
Dal
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
979,"Devon Dotson
Wsh
PG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
980,"Dereon Seabron
FA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
981,"Wayne Selden
Chi
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
982,"Keenan Evans
Det
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
983,"Sergey Karasev
Bkn
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
984,"Tim Quarterman
Hou
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
985,"Archie Goodwin
Por
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
986,"Will Magnay
NO
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
987,"Ismael Kamagate
Por
C",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
988,"Karim Mane
Orl
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
989,"Jordan Schakel
Wsh
SF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
990,"Scottie Lewis
Cha
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
991,"Nicolas Brussino
Atl
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
992,"Daniel Diez
Por
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
993,"Mychal Mulder
Mem
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
994,"Cameron Oliver
Atl
PF",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
995,"Jared Terrell
Min
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
996,"Trevon Bluiett
Utah
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
997,"Justinian Jessup
GS
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
998,"Malcolm Cazalon
FA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
999,"RJ Nembhard Jr.
Cle
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
1000,"Luis Montero
Det
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
1001,"Daryl Macon
Mia
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
1002,"Jaylen Morris
SA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
1003,"Marcus Garrett
FA
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
1004,"Isaia Cordinier
Atl
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
1005,"Malik Newman
Cle
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
1006,"Cassius Stanley
Det
SG",,,--,--,--,--,--,--,--,--,--,--,--,--,0.0,0,--,--
